Report ID,Reporting Entity,Report Submission Date,Incident Date,City,State,Roadway Type,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,SV Precrash Speed (MPH),Automation System Engaged?,Engagement Status,Within ODD?,Narrative,Incident Year,Incident Month,Incident Month Name,Incident Quarter,Reporting Delay Months,Weather Condition,Severity Group,Crash Counterpart Group
30270-13023,Waymo LLC,2025-11-01,2025-11-01,San Francisco,CA,Intersection,Pickup Truck,Property Damage. No Injured Reported,Proceeding Straight,11,ADS,Verified Engaged,Yes,"On November [XXX], 2025 at 10:28 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pickup truck on [XXX] at [XXX]. 
The Waymo AV was traveling northbound in the left lane on [XXX] and approaching the intersection with [XXX]. As the Waymo AV entered the intersection to proceed straight at a green light, a pickup truck that was stopped facing north in the adjacent right lane proceeded to change lanes into the left lane, and the front left side of the pickup truck made contact with the right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,11,November,4,0,Clear,No Injury,Passenger Vehicle
30270-12061,Waymo LLC,2025-11-01,2025-11-01,San Francisco,CA,Intersection,SUV,Property Damage. No Injured Reported,Proceeding Straight,1,ADS,Verified Engaged,Yes,"On November [XXX], 2025 at 10:26 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX].
The Waymo AV was traveling northbound in the second from the right lane on [XXX] and proceeding straight through a green light at the intersection with [XXX]. As the Waymo AV was about to exit the intersection, it began to slow, yielding to a flock of birds flying low across [XXX]. While the Waymo AV was slowing, an SUV traveling northbound on [XXX] directly behind the Waymo AV approached the Waymo AV from behind, and the front of the SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,11,November,4,0,Clear,No Injury,Passenger Vehicle
30270-12048,Waymo LLC,2025-11-01,2025-11-01,Austin,TX,Intersection,SUV,Minor W/O Hospitalization,Proceeding Straight,17,ADS,Verified Engaged,Yes,"On November [XXX], 2025 at 11:43 AM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was traveling eastbound in the right lane on [XXX]. and proceeding straight at a green light at the intersection with [XXX]. While the Waymo AV was proceeding through the intersection, an SUV that was traveling westbound in the designated left turn lane on [XXX]. proceeded to make an unprotected left turn onto southbound [XXX] and crossed into the Waymo AV's lane of travel, and the front left side of the SUV made contact with the left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. A passenger in the Waymo AV alleged a minor injury.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,11,November,4,0,Clear,Minor Injury,Passenger Vehicle
30270-12056,Waymo LLC,2025-11-01,2025-11-01,Los Angeles,CA,Street,Motorcycle,Property Damage. No Injured Reported,Proceeding Straight,2,ADS,Verified Engaged,Yes,"On November [XXX], 2025 at 3:52 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a motorcycle on [XXX] at [XXX]. 
The Waymo AV was traveling southeastbound on [XXX] when it slowed to yield to a pedestrian that was crossing [XXX] at the intersection with [XXX]. While the Waymo AV was slowing, a motorcycle traveling southeastbound on [XXX] approached the Waymo AV from behind, and the front of the motorcycle made contact with the rear right side of the Waymo AV. The motorcycle then made contact with the left side of a passenger car parked at the south curb on [XXX]. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both the Waymo AV and the motorcycle sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,11,November,4,0,Clear,No Injury,Two-Wheeler
30270-12051,Waymo LLC,2025-11-01,2025-11-01,Scottsdale,AZ,Street,SUV,Minor W/ Hospitalization,Proceeding Straight,25,ADS,Verified Engaged,Yes,"On November [XXX], 2025 at 2:13 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Scottsdale, Arizona was in a collision involving a SUV on [XXX] near [XXX].
The Waymo AV was traveling westbound on [XXX] when an SUV traveling eastbound on [XXX] crossed the center dashed yellow line and entered the Waymo AV's lane of travel, and the front left side of the SUV made contact with the front left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The driver of the SUV alleged injuries and was transported to a hospital by an ambulance.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,11,November,4,0,Clear,Minor Injury,Passenger Vehicle
30270-12060,Waymo LLC,2025-11-01,2025-11-01,San Francisco,CA,Street,Passenger Car,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On November [XXX], 2025 at 12:05 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southeastbound on [XXX] in the designated right turn lane when it slowed to a stop in a queue of traffic for a red light at the intersection with [XXX]. While the Waymo AV was stopped, a passenger car that was stopped directly in front of the Waymo AV reversed, and the rear right side of the passenger car made contact with the front of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,11,November,4,0,Clear,No Injury,Passenger Vehicle
30270-12047,Waymo LLC,2025-11-01,2025-11-01,Los Angeles,CA,Intersection,SUV,Property Damage. No Injured Reported,Proceeding Straight,1,ADS,Verified Engaged,Yes,"On November [XXX], 2025 at 3:11 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] at [XXX].
The Waymo AV was traveling southeastbound in the second from the right lane on [XXX] when it began to slow for a red light at the intersection with [XXX]. While the Waymo AV was slowing, an SUV that was traveling southeastbound on [XXX] partially in the second from the right lane and partially in the rightmost lane approached the Waymo AV from behind and the front left of the SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,11,November,4,0,Clear,No Injury,Passenger Vehicle
30270-13058,Waymo LLC,2025-11-01,2025-11-01,Phoenix,AZ,Street,Pickup Truck,Property Damage. No Injured Reported,Changing Lanes,25,ADS,Verified Engaged,Yes,"On November [XXX], 2025 at 3:39 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a pickup truck at [XXX], Terminal [XXX] at the [XXX]. 
The Waymo AV was traveling westbound in the right lane of [XXX], Terminal [XXX] when it began to change lanes to the center lane. A pickup truck stopped at the curb in the passenger loading/unloading zone, facing west and to the right of the Waymo AV began to pull away from the curb into the right lane and the front left side of the pickup truck made contact with the rear right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,11,November,4,0,Unknown,No Injury,Passenger Vehicle
30270-12049,Waymo LLC,2025-11-01,2025-11-01,South San Francisco,CA,Street,Heavy Truck,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On November [XXX], 2025 at 8:08 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in South San Francisco, California was in a collision involving a heavy truck on [XXX] near [XXX]. 
The Waymo AV was traveling southbound on [XXX] when it slowed to a stop to yield to a heavy truck that was facing south on [XXX] with hazard lights activated and reversing in-lane. While the Waymo AV was stopped, the heavy truck continued to reverse and the rear  of the heavy truck made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,11,November,4,0,Unknown,No Injury,Commercial Vehicle
30270-12052,Waymo LLC,2025-11-01,2025-10-01,Scottsdale,AZ,Street,Passenger Car,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On October [XXX], 2025 at 12:37 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Scottsdale, Arizona was in a collision involving a passenger car in an alley behind [XXX].
The Waymo AV was parked facing east in the alley behind [XXX] with hazard lights activated when a passenger car that was traveling southbound on [XXX] made a right turn into the alley. As the passenger car proceeded westbound in the alley to pass the parked Waymo AV on the left, the left side of the passenger car made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,10,October,4,1,Clear,No Injury,Passenger Vehicle
